2016-09-30 16:16:00,721 [pool-1-thread-1] INFO  com.vectails.session.UtsClient.run(UtsClient.java:98) - Start client
2016-09-30 16:16:01,136 [pool-1-thread-1] INFO  org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean.buildServiceFromWSDL(ReflectionServiceFactoryBean.java:390) - Creating Service {http://www.Vectalis.com/}B2T_DataModel from WSDL: file:/F:/workspace/UTS/git/UTS_WS_API/celera_uts_wsdl_soap/src/main/resources/wsdl/MainServer_DirectAccess__Broker.wsdl
2016-09-30 16:16:01,363 [pool-1-thread-1] INFO  com.vectails.session.UtsClient.connect(UtsClient.java:45) - connect() [CELERA, DACTEST 7df96e02-e058-4212-a822-bd3cce2a87db, UtsDacV1.8]
2016-09-30 16:16:13,065 [pool-1-thread-1] INFO  com.vectails.sds.UtsStaticDataService.onInstrumentUpdate(UtsStaticDataService.java:109) - Instrument [market=HK, symbol=AM AEX, type=INDEX, name=AEX INDEX [AM], ISIN=NL0000000107, BLOOMBERG_CODE=AEX:IND, RIC=.AEX, status=CLOSE, lastUpdate=2004-01-30]
2016-09-30 16:16:13,086 [pool-1-thread-1] INFO  com.vectails.sds.UtsStaticDataService.onInstrumentUpdate(UtsStaticDataService.java:109) - Instrument [market=HK, symbol=AM AABA, type=STOCK, name=ABN AMRO GROUP NV [AM], ISIN=NL0000301109, BLOOMBERG_CODE=ABN:NA, RIC=ABNd.AS, status=CLOSE, lastUpdate=2015-12-11]
2016-09-30 16:16:13,131 [pool-1-thread-1] INFO  com.vectails.sds.UtsStaticDataService.onInstrumentUpdate(UtsStaticDataService.java:109) - Instrument [market=HK, symbol=_CDS, type=CDS, name=Credit Derivative Swap, ISIN=null, BLOOMBERG_CODE=null, RIC=null, status=CLOSE, lastUpdate=2016-06-06]Derivative [strike=null, expiry=null, price=null, isPriceInPercent=false, Legs[Leg [symbol=_CDS, name=CDS, type=CDS, multiplier=1.0, strike=null, expiry=null, price=null],]] 
2016-09-30 16:16:13,132 [pool-1-thread-1] INFO  com.vectails.sds.UtsStaticDataService.onInstrumentUpdate(UtsStaticDataService.java:109) - Instrument [market=HK, symbol=_COMBO, type=COMBO, name=Combo, ISIN=null, BLOOMBERG_CODE=null, RIC=null, status=CLOSE, lastUpdate=2016-06-06]Derivative [strike=null, expiry=null, price=null, isPriceInPercent=false, Legs[Leg [symbol=_FWD, name=Combo, type=FWD, multiplier=1.0, strike=null, expiry=null, price=null],]] 
2016-09-30 16:16:13,132 [pool-1-thread-1] INFO  com.vectails.sds.UtsStaticDataService.onInstrumentUpdate(UtsStaticDataService.java:109) - Instrument [market=HK, symbol=_EFP, type=EFP, name=Exchange For Physical, ISIN=null, BLOOMBERG_CODE=null, RIC=null, status=CLOSE, lastUpdate=2016-06-06]Derivative [strike=null, expiry=null, price=null, isPriceInPercent=false, Legs[Leg [symbol=_EFP, name=Future, type=EFP, multiplier=1.0, strike=null, expiry=null, price=null],]] 
2016-09-30 16:16:13,132 [pool-1-thread-1] INFO  com.vectails.sds.UtsStaticDataService.onInstrumentUpdate(UtsStaticDataService.java:109) - Instrument [market=HK, symbol=_EQSTR, type=EQSTR, name=Total Return Swap, ISIN=null, BLOOMBERG_CODE=null, RIC=null, status=CLOSE, lastUpdate=2016-06-06]Derivative [strike=null, expiry=null, price=null, isPriceInPercent=false, Legs[Leg [symbol=_EQSTR, name=Equity Swap, type=EQSTR, multiplier=1.0, strike=null, expiry=null, price=null],]] 
2016-09-30 16:16:13,132 [pool-1-thread-1] INFO  com.vectails.sds.UtsStaticDataService.onInstrumentUpdate(UtsStaticDataService.java:109) - Instrument [market=HK, symbol=_ETF, type=ETF, name=Exchange Traded Fund, ISIN=null, BLOOMBERG_CODE=null, RIC=null, status=CLOSE, lastUpdate=2016-06-06]Derivative [strike=null, expiry=null, price=null, isPriceInPercent=false, Legs[Leg [symbol=_ETF, name=ETF, type=ETF, multiplier=1.0, strike=null, expiry=null, price=null],]] 
2016-09-30 16:16:13,132 [pool-1-thread-1] INFO  com.vectails.sds.UtsStaticDataService.onInstrumentUpdate(UtsStaticDataService.java:109) - Instrument [market=HK, symbol=_FWD, type=FWD, name=Forward, ISIN=null, BLOOMBERG_CODE=null, RIC=null, status=CLOSE, lastUpdate=2016-06-06]Derivative [strike=null, expiry=null, price=null, isPriceInPercent=false, Legs[Leg [symbol=_FWD, name=Forward, type=FWD, multiplier=1.0, strike=null, expiry=null, price=null],]] 
2016-09-30 16:16:13,132 [pool-1-thread-1] INFO  com.vectails.sds.UtsStaticDataService.onInstrumentUpdate(UtsStaticDataService.java:109) - Instrument [market=HK, symbol=_FWD%, type=FWD_PERCENT, name=Forward (OTC-Like), ISIN=null, BLOOMBERG_CODE=null, RIC=null, status=CLOSE, lastUpdate=2016-06-06]Derivative [strike=null, expiry=null, price=null, isPriceInPercent=true, Legs[Leg [symbol=_FWD%, name=Forward%, type=FWD_PERCENT, multiplier=1.0, strike=null, expiry=null, price=null],]] 
2016-09-30 16:16:13,133 [pool-1-thread-1] INFO  com.vectails.sds.UtsStaticDataService.onInstrumentUpdate(UtsStaticDataService.java:109) - Instrument [market=HK, symbol=_PRS, type=PRS, name=Price Return Swap, ISIN=null, BLOOMBERG_CODE=null, RIC=null, status=CLOSE, lastUpdate=2016-06-06]Derivative [strike=null, expiry=null, price=null, isPriceInPercent=false, Legs[Leg [symbol=_PRS, name=Price Return Swap, type=PRS, multiplier=1.0, strike=null, expiry=null, price=null],]] 
2016-09-30 16:16:13,133 [pool-1-thread-1] INFO  com.vectails.sds.UtsStaticDataService.onInstrumentUpdate(UtsStaticDataService.java:109) - Instrument [market=HK, symbol=_SPRD, type=SPRD, name=Spread, ISIN=null, BLOOMBERG_CODE=null, RIC=null, status=CLOSE, lastUpdate=2016-06-06]Derivative [strike=null, expiry=null, price=null, isPriceInPercent=false, Legs[Leg [symbol=_FWD, name=Expiry1 Future, type=FWD, multiplier=-1.0, strike=null, expiry=null, price=null],Leg [symbol=_FWD, name=Expiry2 Future, type=FWD, multiplier=1.0, strike=null, expiry=null, price=null],]] 
2016-09-30 16:16:13,133 [pool-1-thread-1] INFO  com.vectails.sds.UtsStaticDataService.onInstrumentUpdate(UtsStaticDataService.java:109) - Instrument [market=HK, symbol=_SPRD%, type=SPRD_PERCENT, name=Future Spread (OTC-Like), ISIN=null, BLOOMBERG_CODE=null, RIC=null, status=CLOSE, lastUpdate=2016-06-06]Derivative [strike=null, expiry=null, price=null, isPriceInPercent=true, Legs[Leg [symbol=_FWD%, name=Expiry1 Future, type=FWD_PERCENT, multiplier=-1.0, strike=null, expiry=null, price=null],Leg [symbol=_FWD%, name=Expiry2 Future, type=FWD_PERCENT, multiplier=1.0, strike=null, expiry=null, price=null],]] 
2016-09-30 16:16:13,133 [pool-1-thread-1] INFO  com.vectails.sds.UtsStaticDataService.onInstrumentUpdate(UtsStaticDataService.java:109) - Instrument [market=HK, symbol=_SPROTC, type=SPROTC, name=Future Spread OTC vs Listed, ISIN=null, BLOOMBERG_CODE=null, RIC=null, status=CLOSE, lastUpdate=2016-06-06]Derivative [strike=null, expiry=null, price=null, isPriceInPercent=false, Legs[Leg [symbol=_FWD, name=OTC Forward, type=FWD, multiplier=-1.0, strike=null, expiry=null, price=null],Leg [symbol=_FWD, name=Listed Future, type=FWD, multiplier=1.0, strike=null, expiry=null, price=null],]] 
2016-09-30 16:16:13,134 [pool-1-thread-1] INFO  com.vectails.sds.UtsStaticDataService.onInstrumentUpdate(UtsStaticDataService.java:109) - Instrument [market=HK, symbol=_TRSB, type=TRSB, name=Bullet Total Return Swap, ISIN=null, BLOOMBERG_CODE=null, RIC=null, status=CLOSE, lastUpdate=2016-06-06]Derivative [strike=null, expiry=null, price=null, isPriceInPercent=false, Legs[Leg [symbol=_TRSB, name=Total Return Swap, type=TRSB, multiplier=1.0, strike=null, expiry=null, price=null],]] 
2016-09-30 16:16:13,134 [pool-1-thread-1] INFO  com.vectails.sds.UtsStaticDataService.onInstrumentUpdate(UtsStaticDataService.java:109) - Instrument [market=HK, symbol=ABOX, type=ABOX, name=American Box, ISIN=null, BLOOMBERG_CODE=null, RIC=null, status=CLOSE, lastUpdate=2016-06-06]Derivative [strike=null, expiry=null, price=null, isPriceInPercent=false, Legs[Leg [symbol=AP, name=Upper Put, type=AP, multiplier=1.0, strike=null, expiry=null, price=null],Leg [symbol=AP, name=Lower Put, type=AP, multiplier=-1.0, strike=null, expiry=null, price=null],Leg [symbol=AC, name=Lower Call, type=AC, multiplier=1.0, strike=null, expiry=null, price=null],Leg [symbol=AC, name=Upper Call, type=AC, multiplier=-1.0, strike=null, expiry=null, price=null],]] 
2016-09-30 16:16:13,134 [pool-1-thread-1] INFO  com.vectails.sds.UtsStaticDataService.onInstrumentUpdate(UtsStaticDataService.java:109) - Instrument [market=HK, symbol=ABOX%, type=ABOX_PERCENT, name=American Box (OTC-like), ISIN=null, BLOOMBERG_CODE=null, RIC=null, status=CLOSE, lastUpdate=2016-06-06]Derivative [strike=null, expiry=null, price=null, isPriceInPercent=true, Legs[Leg [symbol=AP%, name=Upper Put, type=AP_PERCENT, multiplier=1.0, strike=null, expiry=null, price=null],Leg [symbol=AP%, name=Lower Put, type=AP_PERCENT, multiplier=-1.0, strike=null, expiry=null, price=null],Leg [symbol=AC%, name=Lower Call, type=AC_PERCENT, multiplier=1.0, strike=null, expiry=null, price=null],Leg [symbol=AC%, name=Upper Call, type=AC_PERCENT, multiplier=-1.0, strike=null, expiry=null, price=null],]] 
